order_id,customer_id,order_status,payment_status,order_total,created_at
39,83,CANCELLED,SUCCESS,903.11,2024-04-23 23:09:40
40,57,CREATED,SUCCESS,287.6,2024-08-09 06:19:30
41,99,CREATED,SUCCESS,874.36,2024-01-06 13:25:40
42,26,CREATED,SUCCESS,959.03,2023-01-23 14:50:05
43,44,CREATED,SUCCESS,597.02,2023-05-31 01:37:42
44,86,CREATED,SUCCESS,279.22,2025-03-07 03:23:19
45,14,DELIVERED,FAILED,1211.7,2023-10-22 10:50:39
46,80,CREATED,FAILED,1890.06,2023-07-07 15:53:53
47,30,CREATED,SUCCESS,841.84,2023-09-27 17:04:51
48,2,DELIVERED,FAILED,221.57,2023-11-27 12:33:49
49,59,CREATED,SUCCESS,1384.33,2024-03-08 13:39:09
50,84,CANCELLED,FAILED,279.09,2023-12-06 12:32:21
51,53,DELIVERED,FAILED,1969.58,2023-06-08 03:53:08
52,92,CANCELLED,SUCCESS,653.49,2023-05-28 04:20:00
53,77,DELIVERED,FAILED,1420.22,2023-07-26 12:02:35
54,43,CREATED,FAILED,1960.44,2025-01-18 23:07:24
55,9,DELIVERED,SUCCESS,1295.36,2025-06-27 19:45:25
56,58,DELIVERED,SUCCESS,1106.16,2023-01-21 15:32:59
57,30,CREATED,SUCCESS,755.93,2024-10-27 15:33:30
58,97,CREATED,SUCCESS,307.86,2024-08-04 19:15:10
59,64,DELIVERED,SUCCESS,473.01,2023-11-14 12:02:14
60,83,CREATED,SUCCESS,1862.14,2025-07-18 01:51:32
61,57,CANCELLED,FAILED,441.68,2024-05-08 06:41:57
62,83,CREATED,FAILED,1366.48,2024-03-24 02:23:08
63,97,CREATED,SUCCESS,1724.48,2024-05-29 14:39:03
64,44,CREATED,SUCCESS,1170.76,2024-01-21 18:42:48
65,88,CANCELLED,SUCCESS,1294.51,2024-08-15 14:49:33
66,67,DELIVERED,SUCCESS,996.25,2023-01-10 09:17:12
67,9,DELIVERED,SUCCESS,1916.59,2023-03-22 22:41:04
68,82,CREATED,SUCCESS,426.01,2023-09-27 19:06:14
69,76,CANCELLED,SUCCESS,625.36,2023-05-02 10:11:03
70,55,CANCELLED,FAILED,760.63,2023-11-03 20:41:08
71,32,DELIVERED,SUCCESS,1290.53,2024-04-15 20:24:48
72,37,CANCELLED,FAILED,1941.91,2023-11-09 20:46:25
73,35,DELIVERED,SUCCESS,1911.82,2024-07-12 14:11:10
74,51,DELIVERED,SUCCESS,1047.28,2024-10-18 15:17:45
75,65,CANCELLED,FAILED,1568.58,2025-01-18 18:17:22
76,3,DELIVERED,FAILED,1737.28,2024-04-11 09:26:36
77,77,CANCELLED,SUCCESS,1195.13,2023-09-30 22:32:43
78,33,DELIVERED,FAILED,750.53,2024-03-15 23:25:16
79,49,CANCELLED,FAILED,329.49,2023-08-01 06:55:04
80,92,DELIVERED,SUCCESS,478.5,2023-10-22 13:45:46
81,1,CREATED,FAILED,1084.62,2024-10-07 22:53:57
82,51,CANCELLED,FAILED,891.27,2024-04-23 04:01:09
83,83,CANCELLED,SUCCESS,935.82,2023-03-02 07:34:17
84,16,DELIVERED,SUCCESS,549.61,2024-11-08 18:21:58
85,33,CANCELLED,FAILED,1117.3,2025-01-29 01:08:33
86,82,CANCELLED,FAILED,1453.62,2024-08-21 14:15:40
87,55,CANCELLED,SUCCESS,636.24,2023-02-23 14:32:07
88,47,CANCELLED,SUCCESS,1455.45,2023-08-18 17:31:32
89,34,CANCELLED,FAILED,1899.68,2023-08-17 22:15:16
90,33,CREATED,SUCCESS,222.21,2023-05-24 09:24:35
91,83,CANCELLED,FAILED,915.8,2025-06-29 13:38:40
92,11,CANCELLED,SUCCESS,1776.81,2023-09-15 14:21:07
93,55,DELIVERED,FAILED,1101.16,2025-04-08 07:11:08
94,85,DELIVERED,FAILED,1521.08,2023-05-19 01:26:31
95,14,CANCELLED,FAILED,1665.61,2024-02-22 21:50:32
96,96,CREATED,FAILED,1458.22,2023-01-10 23:21:58
97,22,DELIVERED,SUCCESS,374.37,2024-10-11 02:11:22
98,68,DELIVERED,FAILED,1519.48,2023-09-23 01:42:22
99,23,DELIVERED,SUCCESS,1467.28,2023-11-04 14:44:25
100,63,CREATED,SUCCESS,1011.19,2023-11-27 05:18:35
101,24,CREATED,SUCCESS,1549.85,2023-10-26 01:59:06
102,34,DELIVERED,FAILED,1328.31,2023-06-19 15:06:04
103,82,CREATED,SUCCESS,727.63,2024-08-09 18:44:26
104,16,DELIVERED,SUCCESS,815.87,2025-06-28 18:28:49
105,31,DELIVERED,FAILED,1411.05,2023-06-06 14:26:14
106,2,CREATED,FAILED,1553.24,2023-01-12 05:25:45
107,86,CANCELLED,SUCCESS,374.32,2025-03-22 10:02:35
108,1,DELIVERED,FAILED,1877.83,2025-01-05 03:21:34
109,97,DELIVERED,FAILED,805.79,2024-06-16 22:51:15
110,41,CREATED,FAILED,1397.14,2024-08-10 21:06:19
111,79,CREATED,FAILED,1771.54,2023-06-05 14:52:58
112,1,DELIVERED,FAILED,1505.4,2023-08-04 17:11:20
113,4,CANCELLED,SUCCESS,1764.21,2024-03-10 03:18:16
114,90,CREATED,FAILED,1013.45,2025-01-08 04:43:07
115,66,DELIVERED,SUCCESS,205.63,2024-05-15 11:52:27
116,3,CANCELLED,FAILED,1772.18,2024-05-20 16:27:32
117,87,DELIVERED,SUCCESS,1292.17,2024-09-13 15:14:22
118,95,CANCELLED,SUCCESS,827.0,2025-01-09 15:06:41
119,85,CANCELLED,SUCCESS,1521.7,2024-04-01 12:00:20
120,78,CREATED,SUCCESS,1765.75,2025-06-07 09:42:08
121,92,CANCELLED,SUCCESS,430.15,2023-05-16 06:56:47
122,39,CANCELLED,FAILED,502.5,2024-11-24 06:46:26
123,15,DELIVERED,SUCCESS,638.04,2023-09-22 18:12:11
124,97,CANCELLED,SUCCESS,389.85,2023-02-15 09:28:01
125,21,DELIVERED,FAILED,1579.36,2023-12-09 08:12:50
126,93,DELIVERED,FAILED,1912.71,2023-07-11 05:25:48
127,86,CREATED,FAILED,362.8,2024-05-31 23:43:29
128,29,CANCELLED,SUCCESS,1359.18,2024-08-08 15:57:48
129,92,CANCELLED,FAILED,1377.06,2025-05-22 21:08:53
130,56,CREATED,SUCCESS,666.37,2024-03-28 00:23:25
131,12,CREATED,SUCCESS,812.43,2025-07-08 22:50:03
132,25,CANCELLED,SUCCESS,1231.11,2023-07-17 22:28:02
133,41,DELIVERED,SUCCESS,759.44,2025-07-05 15:01:23
134,69,CREATED,FAILED,1963.73,2024-05-11 13:09:15
135,99,DELIVERED,SUCCESS,1135.55,2025-07-23 13:55:52
136,76,CREATED,SUCCESS,911.56,2025-04-16 05:00:55
137,59,DELIVERED,SUCCESS,1669.07,2024-04-06 02:23:02
138,29,DELIVERED,FAILED,465.37,2024-03-16 05:39:01
139,19,CANCELLED,SUCCESS,1277.98,2024-04-24 20:18:25
140,65,CANCELLED,SUCCESS,692.21,2025-06-10 15:13:31
141,62,CANCELLED,SUCCESS,1091.05,2024-08-08 04:42:56
142,8,DELIVERED,SUCCESS,1690.19,2023-11-24 04:13:29
143,94,CREATED,SUCCESS,1861.68,2023-10-06 02:21:28
144,63,CANCELLED,FAILED,738.38,2023-09-05 07:09:12
145,3,CANCELLED,FAILED,807.34,2025-01-05 10:26:13
146,45,DELIVERED,FAILED,329.28,2024-03-15 16:29:28
147,37,CANCELLED,SUCCESS,1462.0,2025-05-01 07:17:41
148,51,CREATED,SUCCESS,782.15,2025-06-20 14:16:18
149,7,CANCELLED,FAILED,1023.56,2023-09-12 06:58:19
150,74,CREATED,FAILED,1452.72,2024-03-28 04:18:26
151,19,CREATED,SUCCESS,1647.85,2023-10-31 22:32:58
152,95,CANCELLED,SUCCESS,852.01,2025-06-13 06:59:03
153,14,CANCELLED,SUCCESS,877.8,2024-10-25 11:51:16
154,87,CREATED,SUCCESS,372.89,2025-01-06 03:22:07
155,23,CREATED,SUCCESS,1964.5,2024-06-09 19:39:57
156,76,DELIVERED,SUCCESS,1328.55,2024-09-19 13:59:16
157,32,CREATED,SUCCESS,633.54,2025-01-29 01:17:37
158,39,CANCELLED,SUCCESS,1375.03,2024-08-06 02:52:08
159,100,CANCELLED,SUCCESS,1599.92,2024-08-16 13:45:17
160,36,CANCELLED,FAILED,861.18,2023-07-06 09:56:19
161,15,CREATED,SUCCESS,1080.59,2025-03-02 20:48:05
162,29,CREATED,FAILED,692.7,2023-05-27 21:12:00
163,76,CREATED,FAILED,1071.54,2024-11-04 15:53:07
164,39,CANCELLED,SUCCESS,378.99,2023-04-09 15:23:17
165,92,CANCELLED,SUCCESS,929.59,2023-01-31 16:11:55
166,51,CANCELLED,FAILED,315.08,2025-06-27 07:59:56
167,69,CANCELLED,SUCCESS,1556.31,2023-11-19 06:48:35
168,85,CREATED,SUCCESS,1751.61,2023-10-07 12:33:30
169,1,CANCELLED,FAILED,1640.92,2023-07-11 03:27:41
170,6,CREATED,SUCCESS,1374.75,2023-05-17 10:12:05
171,72,DELIVERED,SUCCESS,352.3,2023-07-13 17:47:28
172,65,DELIVERED,FAILED,1939.3,2023-09-24 13:49:51
173,55,CANCELLED,SUCCESS,647.01,2023-03-13 17:12:10
174,67,DELIVERED,FAILED,451.74,2025-01-31 21:02:01
175,89,DELIVERED,FAILED,1291.11,2025-03-04 04:11:16
176,27,CANCELLED,SUCCESS,1392.71,2023-03-11 11:51:44
177,31,CREATED,SUCCESS,455.0,2023-12-01 07:43:11
178,18,CANCELLED,SUCCESS,1265.21,2024-03-06 22:03:43
179,17,CANCELLED,FAILED,333.85,2024-02-01 01:52:21
180,34,DELIVERED,SUCCESS,920.11,2023-05-10 07:56:12
181,33,CANCELLED,FAILED,1892.36,2023-08-11 12:31:17
182,69,CREATED,SUCCESS,1333.22,2024-02-23 11:56:53
183,82,CANCELLED,SUCCESS,1486.0,2025-05-25 14:06:09
184,85,CANCELLED,SUCCESS,955.44,2023-08-27 10:34:28
185,41,DELIVERED,FAILED,246.64,2025-07-26 16:06:33
186,32,CREATED,FAILED,424.32,2023-06-20 20:43:45
187,88,CANCELLED,FAILED,318.73,2023-05-19 05:11:49
188,47,DELIVERED,FAILED,463.39,2023-12-17 17:08:48
189,36,CREATED,SUCCESS,878.88,2023-12-12 05:10:11
190,49,CREATED,SUCCESS,516.32,2024-04-21 04:59:44
191,76,DELIVERED,SUCCESS,1152.13,2025-06-07 19:35:56
192,37,CANCELLED,FAILED,1293.44,2023-03-16 12:12:03
193,22,DELIVERED,FAILED,525.21,2025-04-05 22:32:48
194,71,CANCELLED,FAILED,1058.35,2023-07-18 04:14:11
195,34,CREATED,SUCCESS,1383.61,2023-08-10 15:07:42
196,49,CANCELLED,FAILED,295.16,2024-07-29 00:13:05
197,91,CREATED,FAILED,1472.22,2023-10-12 10:37:53
198,57,DELIVERED,FAILED,1104.01,2024-03-04 11:25:32
199,55,CANCELLED,SUCCESS,749.34,2023-05-16 01:26:35
200,40,DELIVERED,FAILED,1721.44,2023-05-04 11:02:16
201,10,CANCELLED,SUCCESS,1900.76,2023-09-14 11:51:48
202,74,CREATED,SUCCESS,1538.14,2025-05-10 20:34:25
203,64,CREATED,FAILED,1418.66,2023-07-31 22:25:07
204,62,DELIVERED,SUCCESS,929.85,2023-10-23 10:34:24
205,96,CREATED,FAILED,1464.67,2024-06-20 00:47:33
206,32,CANCELLED,SUCCESS,1293.27,2023-09-19 19:20:27
207,87,CANCELLED,SUCCESS,514.67,2024-07-24 04:39:02
208,18,CANCELLED,FAILED,1914.47,2024-10-18 16:13:42
209,64,DELIVERED,SUCCESS,871.91,2023-06-25 21:39:04
210,44,CANCELLED,SUCCESS,1697.11,2023-07-03 02:20:26
211,38,DELIVERED,FAILED,728.38,2023-11-27 23:40:27
212,1,CANCELLED,FAILED,591.43,2024-04-18 12:30:20
213,83,CANCELLED,SUCCESS,1883.75,2025-01-28 11:53:35
214,8,DELIVERED,SUCCESS,1307.95,2024-05-25 09:17:56
215,39,DELIVERED,SUCCESS,209.28,2023-10-17 04:27:44
216,52,DELIVERED,SUCCESS,382.41,2025-02-03 08:48:32
217,26,CREATED,SUCCESS,939.29,2025-01-27 04:02:32
218,1,CREATED,FAILED,606.97,2024-09-06 04:02:43
219,48,DELIVERED,FAILED,971.01,2023-10-11 00:14:19
220,69,DELIVERED,SUCCESS,1980.86,2024-11-13 12:24:18
221,21,CREATED,FAILED,1544.76,2023-01-10 00:37:14
222,46,CANCELLED,SUCCESS,399.2,2024-03-18 13:49:59
223,6,CREATED,FAILED,957.9,2024-05-29 12:32:04
224,5,CREATED,SUCCESS,1907.08,2024-02-17 21:43:41
225,16,DELIVERED,FAILED,1190.22,2023-07-17 23:05:00
226,42,DELIVERED,FAILED,436.55,2023-06-17 14:02:32
227,3,CREATED,SUCCESS,819.42,2023-01-22 04:52:11
228,99,CANCELLED,SUCCESS,293.67,2024-06-15 11:56:27
229,55,CANCELLED,SUCCESS,981.79,2024-03-25 16:05:53
230,37,DELIVERED,SUCCESS,1569.62,2024-01-20 20:41:19
231,80,CREATED,SUCCESS,649.04,2023-06-28 16:15:21
232,34,CANCELLED,SUCCESS,1399.39,2024-10-28 16:12:16
233,26,DELIVERED,SUCCESS,1462.06,2025-02-19 08:22:00
234,79,CREATED,SUCCESS,1986.59,2025-07-07 09:23:30
235,81,CANCELLED,SUCCESS,612.89,2023-07-25 12:20:43
236,52,CREATED,FAILED,1982.72,2023-08-16 03:04:17
237,55,CREATED,SUCCESS,363.68,2023-03-21 03:45:13
238,49,DELIVERED,FAILED,1460.29,2023-12-26 12:14:53
239,29,DELIVERED,FAILED,1062.55,2025-03-03 01:05:46
240,55,CANCELLED,SUCCESS,747.72,2024-02-23 06:13:18
241,47,DELIVERED,FAILED,1480.85,2024-01-19 15:39:29
242,41,CREATED,SUCCESS,273.6,2023-03-22 23:34:15
243,85,CANCELLED,FAILED,581.56,2025-01-03 07:36:14
244,36,CANCELLED,SUCCESS,975.63,2024-01-27 21:02:52
245,63,DELIVERED,FAILED,747.84,2023-05-31 12:13:02
246,86,CREATED,SUCCESS,796.18,2024-07-15 09:24:28
247,96,CANCELLED,FAILED,628.85,2024-03-04 16:02:52
248,27,CANCELLED,FAILED,357.02,2023-06-15 05:35:38
249,17,CANCELLED,SUCCESS,273.87,2023-10-23 19:52:45
250,25,CANCELLED,FAILED,1865.9,2023-04-27 07:42:49
251,70,CANCELLED,FAILED,742.66,2025-01-06 15:24:07
252,98,CREATED,SUCCESS,278.86,2023-10-25 19:20:41
253,54,CANCELLED,FAILED,1804.86,2025-05-20 11:12:53
254,45,DELIVERED,FAILED,1333.76,2023-07-02 10:04:04
255,56,CREATED,FAILED,954.21,2025-02-21 17:36:49
256,3,CREATED,FAILED,1454.07,2023-07-20 07:01:00
257,38,CREATED,SUCCESS,1629.9,2023-10-23 10:49:52
258,95,DELIVERED,FAILED,1432.45,2025-03-08 16:12:31
259,10,CREATED,FAILED,1551.31,2024-08-19 18:09:56
260,72,DELIVERED,FAILED,1292.99,2023-11-18 10:42:29
261,24,CREATED,SUCCESS,1229.42,2025-07-08 19:33:48
262,90,CREATED,FAILED,1106.87,2025-03-26 16:08:52
263,34,DELIVERED,SUCCESS,733.45,2024-02-22 02:57:06
264,71,CREATED,SUCCESS,603.07,2025-04-08 20:46:28
265,31,DELIVERED,SUCCESS,1351.31,2024-03-07 11:30:46
266,18,DELIVERED,SUCCESS,1356.34,2024-01-22 19:41:37
267,27,CANCELLED,SUCCESS,202.52,2024-06-23 18:19:06
268,81,CANCELLED,FAILED,784.21,2025-05-03 06:27:32
269,34,CANCELLED,SUCCESS,935.02,2024-04-03 02:29:42
270,42,CREATED,SUCCESS,1683.08,2023-12-07 15:20:08
271,94,DELIVERED,SUCCESS,660.78,2023-01-25 07:02:42
272,69,CANCELLED,SUCCESS,1500.68,2024-08-16 09:16:58
273,84,DELIVERED,SUCCESS,1670.32,2023-12-09 18:01:10
274,42,DELIVERED,SUCCESS,1246.99,2024-09-06 07:56:40
275,20,DELIVERED,SUCCESS,1513.66,2024-11-05 01:05:50
276,48,CREATED,FAILED,368.64,2023-10-09 23:18:55
277,59,CREATED,SUCCESS,539.95,2025-01-31 23:51:02
278,94,CREATED,FAILED,237.89,2023-09-11 02:02:50
279,23,DELIVERED,SUCCESS,325.02,2023-04-22 22:10:11
280,55,CREATED,FAILED,1836.44,2024-09-17 06:26:52
281,13,CANCELLED,SUCCESS,1508.18,2023-01-19 07:30:29
282,78,CREATED,FAILED,891.18,2023-06-20 22:25:16
283,2,CANCELLED,SUCCESS,437.92,2023-05-10 20:40:04
284,35,CREATED,SUCCESS,1626.32,2023-01-15 14:18:52
285,14,CANCELLED,FAILED,1734.9,2023-05-12 23:43:55
286,26,CREATED,FAILED,1567.41,2024-11-21 05:40:52
287,21,DELIVERED,FAILED,1062.04,2024-01-14 17:51:11
288,8,CANCELLED,FAILED,1329.47,2023-07-11 04:35:16
289,3,CREATED,SUCCESS,1180.36,2023-06-09 07:56:27
290,66,DELIVERED,SUCCESS,202.18,2023-12-15 10:59:07
291,4,CREATED,FAILED,893.69,2024-07-02 20:20:53
292,84,DELIVERED,SUCCESS,1859.04,2024-08-20 16:17:19
293,88,CANCELLED,SUCCESS,1085.28,2023-06-21 02:09:17
294,29,CREATED,FAILED,843.15,2024-06-02 10:09:43
295,16,DELIVERED,SUCCESS,1812.06,2025-07-28 01:37:53
296,20,CREATED,FAILED,1154.87,2025-07-20 11:08:11
297,24,CANCELLED,FAILED,470.4,2024-04-13 11:06:43
298,80,DELIVERED,FAILED,1775.72,2024-02-26 03:05:23
299,64,CANCELLED,FAILED,1879.19,2023-04-29 15:15:39
300,1,CREATED,SUCCESS,776.46,2024-08-29 18:36:27
301,58,CANCELLED,FAILED,1666.37,2023-06-25 19:03:39
302,74,DELIVERED,FAILED,460.4,2024-05-16 20:18:14
303,17,CREATED,FAILED,834.7,2025-02-06 17:21:10
304,55,DELIVERED,FAILED,1283.14,2024-06-02 00:28:54
305,18,CANCELLED,SUCCESS,889.73,2025-05-03 08:51:07
306,64,CANCELLED,FAILED,1158.45,2023-12-24 11:17:27
307,50,CREATED,FAILED,1148.5,2023-12-07 17:21:49
308,90,CREATED,SUCCESS,851.08,2023-11-12 18:48:54
309,3,DELIVERED,FAILED,1923.71,2023-06-21 02:55:30
310,8,DELIVERED,FAILED,1727.75,2023-08-05 11:19:03
311,38,DELIVERED,SUCCESS,1703.45,2025-05-06 17:25:28
312,54,CREATED,SUCCESS,1690.08,2023-03-28 18:49:22
313,96,CREATED,SUCCESS,1931.69,2023-08-11 06:16:53
314,49,CANCELLED,SUCCESS,1453.02,2024-10-21 18:17:22
315,48,CREATED,SUCCESS,1392.95,2023-04-25 14:21:21
316,62,CANCELLED,SUCCESS,254.33,2024-07-21 09:17:29
317,19,CREATED,SUCCESS,338.72,2025-06-03 04:41:09
318,54,CREATED,SUCCESS,1045.58,2023-08-06 15:46:07
319,96,CANCELLED,FAILED,1046.33,2024-06-08 00:50:04
320,57,CANCELLED,SUCCESS,716.18,2023-08-31 03:54:04
321,8,CANCELLED,SUCCESS,1287.51,2023-09-27 15:32:20
322,65,CREATED,SUCCESS,913.5,2024-10-20 01:43:36
323,88,DELIVERED,FAILED,1854.47,2025-02-18 15:09:38
324,40,CANCELLED,SUCCESS,962.61,2023-09-01 13:57:05
325,35,CREATED,FAILED,1960.27,2023-07-14 09:18:34
326,96,CREATED,FAILED,1314.28,2023-12-07 01:25:21
327,51,CREATED,SUCCESS,1669.81,2024-12-28 16:33:48
328,62,DELIVERED,FAILED,1689.06,2023-09-14 01:05:51
329,7,DELIVERED,FAILED,550.52,2023-06-18 09:28:40
330,14,CREATED,FAILED,1285.74,2024-06-05 03:17:24
331,4,CREATED,FAILED,492.97,2023-06-15 09:17:09
332,9,CREATED,SUCCESS,1561.74,2024-04-25 04:49:59
333,25,CANCELLED,SUCCESS,1349.1,2023-02-20 06:43:17
334,31,DELIVERED,SUCCESS,1957.99,2025-05-27 09:09:05
335,6,CANCELLED,FAILED,282.23,2024-05-03 16:24:12
336,12,DELIVERED,SUCCESS,1964.97,2024-03-14 16:42:58
337,51,CANCELLED,SUCCESS,766.05,2024-08-29 20:09:48
338,93,DELIVERED,SUCCESS,1464.78,2023-06-01 06:35:00
339,43,DELIVERED,SUCCESS,1103.92,2023-08-22 07:21:52
340,4,CANCELLED,FAILED,1058.52,2023-02-28 02:40:55
341,38,CREATED,SUCCESS,1428.27,2023-05-03 08:07:09
342,81,CREATED,SUCCESS,1791.92,2023-08-07 19:44:21
343,99,CANCELLED,SUCCESS,1988.15,2025-02-18 05:44:45
344,67,CANCELLED,FAILED,1005.46,2023-07-23 19:24:00
345,44,DELIVERED,FAILED,1322.25,2024-10-31 09:10:13
346,6,CANCELLED,FAILED,630.4,2025-07-31 18:00:58
347,10,CREATED,FAILED,375.33,2023-01-24 05:04:08
348,19,DELIVERED,SUCCESS,1098.04,2024-12-07 12:27:57
349,41,CREATED,FAILED,490.65,2024-03-11 03:31:50
350,74,DELIVERED,FAILED,360.61,2023-10-06 08:32:51
351,91,DELIVERED,FAILED,1975.06,2024-02-02 17:21:08
352,98,DELIVERED,SUCCESS,1891.69,2025-06-02 11:55:11
353,63,CREATED,FAILED,1746.21,2024-09-14 20:05:50
354,53,CANCELLED,SUCCESS,993.49,2025-03-07 02:36:40
355,80,DELIVERED,FAILED,350.28,2024-10-03 20:59:51
356,65,DELIVERED,FAILED,1779.34,2023-03-08 07:03:38
357,80,CANCELLED,SUCCESS,1533.88,2024-01-16 07:25:52
358,90,CANCELLED,SUCCESS,478.21,2023-06-13 13:47:39
359,38,DELIVERED,SUCCESS,1226.24,2023-04-24 08:50:32
360,29,DELIVERED,FAILED,1404.47,2024-06-26 01:21:00
361,60,DELIVERED,FAILED,396.41,2023-10-08 01:04:40
362,94,CREATED,FAILED,1582.79,2023-11-06 20:49:04
363,52,DELIVERED,SUCCESS,771.11,2025-07-27 20:31:30
364,63,CREATED,FAILED,405.79,2024-12-07 03:55:13
365,5,CANCELLED,SUCCESS,1907.36,2023-08-15 01:08:51
366,82,CREATED,FAILED,1222.77,2025-07-22 17:47:24
367,100,DELIVERED,SUCCESS,1885.63,2024-07-15 13:25:36
368,56,DELIVERED,SUCCESS,297.34,2023-02-05 15:22:01
369,98,CANCELLED,FAILED,685.73,2023-10-01 13:41:36
370,11,CREATED,SUCCESS,693.03,2023-05-07 22:20:11
371,39,CANCELLED,FAILED,1768.32,2025-03-26 05:08:23
372,28,CANCELLED,FAILED,531.34,2023-03-25 11:39:27
373,12,DELIVERED,FAILED,1934.06,2024-04-06 05:25:12
374,22,CREATED,FAILED,1895.49,2025-01-18 04:17:27
375,61,CANCELLED,SUCCESS,1938.06,2024-11-09 12:29:14
376,46,CANCELLED,FAILED,1681.43,2025-05-21 08:10:56
377,77,CREATED,SUCCESS,1500.9,2025-06-17 15:38:47
378,79,CREATED,FAILED,1395.31,2024-05-06 16:32:43
379,2,CREATED,FAILED,1880.87,2025-02-14 20:41:02
380,41,CREATED,FAILED,673.04,2023-01-06 17:05:03
381,58,CREATED,FAILED,1350.05,2025-06-17 11:27:29
382,13,CREATED,SUCCESS,1542.27,2023-10-19 12:21:28
383,54,CANCELLED,SUCCESS,1281.7,2023-12-02 18:10:55
384,45,CREATED,SUCCESS,1949.14,2025-06-15 02:01:14
385,2,DELIVERED,FAILED,229.14,2024-04-21 20:30:01
386,65,CREATED,FAILED,1368.04,2024-12-09 08:49:06
387,53,DELIVERED,FAILED,833.98,2025-04-22 16:38:10
388,55,CANCELLED,FAILED,404.08,2023-10-01 02:48:49
389,59,DELIVERED,FAILED,518.41,2025-07-13 03:10:27
390,21,CANCELLED,FAILED,886.81,2024-11-10 14:56:46
391,82,DELIVERED,SUCCESS,1991.65,2023-06-11 06:23:36
392,12,CANCELLED,SUCCESS,1309.27,2024-09-30 21:37:02
393,14,DELIVERED,SUCCESS,1340.35,2025-02-20 22:40:39
394,75,CREATED,FAILED,1733.07,2023-11-26 03:07:41
395,29,DELIVERED,FAILED,406.1,2024-12-30 10:59:47
396,16,DELIVERED,FAILED,943.28,2024-09-06 20:48:45
397,1,DELIVERED,SUCCESS,1113.61,2024-02-20 17:11:30
398,85,DELIVERED,FAILED,1709.27,2024-10-06 05:45:09
399,87,CREATED,SUCCESS,1820.34,2024-10-05 23:47:33
400,5,CREATED,SUCCESS,476.08,2024-08-04 14:51:27
